"id","estimate_id","pass","description","price"
961,583,,"Charge air conditioner",30.00
962,584,,,0.00
963,585,,"Scan for electrical problems and install computer",110.00
964,585,,"Battery Charge",5.00
965,585,,"Towing",45.00
966,586,0,,0.00
967,589,,"Labor on wires, rotor and distributor cap",55.00
968,590,,"Labor on water pump and belts",
969,591,0,,0.00
970,591,0,,
971,592,0,,0.00
972,590,,"Install water pump and belts",236.50
973,593,,"Install upper hose",22.00
974,594,,"Install switch",30.00
975,595,,"Charge air conditioner",30.00
976,596,,"Install speed sensor",55.00
977,597,,"Wheel alignment",39.95
978,598,,"Install brake pads",55.00
979,599,,"Install brake pads",38.50
980,600,,"Scan computer and clear codes",27.50
981,601,,"Labor on transmission filter kit",55.00
982,602,,"Install brakes and rotors",82.50
983,602,,"Charge air conditioning",30.00
984,603,,,0.00
985,603,,,
986,604,,"Wheel alignment",39.95
987,605,,"Towing",25.00
988,605,,"Install heater hose",55.00
989,606,,"Install own front brakes",55.00
990,607,,"Labor on transmission pump seal",337.00
991,512,,,
992,553,,,
993,608,,"Install water pump and belt",82.50
994,609,,"Towing",45.00
995,609,,"Scan computer and reset codes",30.00
996,610,,"Tire Repair",10.00
997,611,,"Install used transmission",247.50
998,612,,"Install pickup coil",55.00
999,613,,,0.00
1000,614,,"Lube",6.00
1001,614,,"Install shocks",55.00
1002,614,,"Tire repair",10.00
1003,615,,"Install fuel filter",10.00
1004,615,,"Rotate tires",10.00
1005,616,,"Install lockcylinder",55.00
1006,617,,"Install power booster",55.00
1007,618,,"Charge air conditioner",30.00
1008,619,,"Scan computer and repair wiring",55.00
1009,620,,"Install relay",27.50
1010,621,,"Change own oil",5.00
1011,622,,,
1012,622,,"Labor on water pump",100.00
1013,622,,"Labor on starter",55.00
1014,623,,"Install own O-2 sensor",20.00
1015,624,,"Change own oil",16.00
1016,624,,"Repair right rear and left rear tires",20.00
1017,625,,"Install own starter",82.50
1018,626,,"Change own oil",16.00
1019,627,,"Replace own brakes and rotors",82.50
1020,627,,"Change own oil",16.00
1021,628,,"Install sway bar",27.50
1022,629,,"Install belt on Schreiber Tow Truck",27.50
1023,630,,"Remove  belt",10.00
1024,631,,"Charge air conditioner",30.00
1025,632,,"Mount and balance 4 tires",48.00
1026,632,,"Tire disposal",4.00
1027,632,,"Wheel alignment",19.95
1028,632,,,
1029,633,,"Install ignition lock cylinder",100.00
1030,634,,"Towing",45.00
1031,634,,"Install starter",55.00
1032,635,,"Change own oil",5.00
1033,636,,"Rotate tires",10.00
1034,636,,,
1035,637,,"Install rotor, pad and caliper",75.00
1036,637,,,
1037,638,,,
1038,622,,,
1039,623,,,
1040,628,,,
1041,639,,"Labor on water pump and belt",120.00
1042,640,,"Install springs and shocks in front and rear",70.00
1043,558,,,
1044,640,,,
1045,641,0,,0.00
1046,642,,"Install a/c clutch",55.00
1047,642,,"Repair wiring",30.00
1048,643,,"Install front brake pads",55.00
1049,644,,"Install water pump",55.00
1050,645,,"Install water pump and hoses",125.00
1051,646,,"Install switch",27.50
1052,647,,"Diagnostic fee and install fuel pressure regulator",52.50
1053,648,,,
1054,649,,"Install spark plugs",27.50
1055,650,,"Labor on ball joint",60.00
1056,650,,,
1057,650,,"Labor on window motor",82.50
1058,650,,"Labor on relay",27.50
1059,651,,"Labor on valve",55.00
1060,652,,,
1061,652,,,
1062,653,,"Install brakes and rotors",82.50
1063,652,,,
1064,648,,,
1065,651,,,
1066,652,,,
1067,647,,,
1068,645,,,
1069,654,,"Labor on air conditioner",110.00
1070,653,,"Install air conditioning parts",137.50
1071,653,,,
1072,655,,"Scan computer, repair wiring and radio",82.50
1073,656,,"Towing and diagnostics test",67.50
1074,657,,"Install bushings",220.00
1075,657,,"Lube",6.00
1076,657,,"Wheel alignment",39.95
1077,658,,"Repair catalytic converter shield",27.50
1078,659,,"Remove oil pan",60.50
1079,660,,"Install own oil pressure switch",20.00
1080,661,,"Lube`",0.00
1081,662,,"Install own brakes and rotors",82.50
1082,663,,"4 Wheel Alignment",39.95
1083,664,,"Install spark plugs and wires",115.50
1084,664,,,
1085,665,,"Install trailer hitch and wiring harness",82.50
1086,666,,"Install spark plugs",110.00
1087,666,,"Replace brake light",5.00
1088,668,,"Charge air conditioner",30.00
1089,669,,"Install own brakes and rotors",82.50
1090,668,,,
1091,546,,,
1092,549,,,
1093,670,,,
1094,670,,,
1095,671,,,
1096,671,,,
1097,671,,,
1098,672,,,
1099,672,,,
1100,672,,,
1101,672,,,
1102,672,,,
1103,672,,,
1104,670,,,
1105,671,,,
1106,671,,,
1107,672,,,
1108,673,,"Lube",6.00
1109,673,,"Install belt",27.50
1110,674,,"Diagnostics and install sensor",55.00
1111,675,,,0.00
1112,675,,,
1113,676,,"Install brake pads, rotors and calipers",110.00
1114,674,,"Install outer tie rod",66.00
1115,674,,"Rotate tires",10.00
1116,674,,"Wheel alignment",39.95
1117,550,,,
1118,625,,,
1119,621,,,
1120,663,,,
1121,677,,"Towing",65.00
1122,677,,"Install fuel pump",110.00
1123,678,,,
1124,679,,"Install evaporator",400.00
1125,680,,"Install hose and switch",27.50
1126,681,,"Install horn",20.00
1127,682,,"Install water pump",60.00
1128,682,,"Check a/c and install fuse",5.00
1129,682,,,
1130,683,,"Scan computer and unhookCEL",30.00
1131,684,,"Tire repair",10.00
1132,684,,"Charge air conditioner",30.00
1133,685,,"Install hood supports and install thermostat",45.00
1134,686,,"Install brakes",40.00
1135,546,,,
1136,547,,,
1137,543,,,
1138,549,,,
1139,550,,,
1140,559,,,
1141,622,,,
1142,633,,,
1143,635,,,
1144,637,,,
1145,638,,,
1146,640,,,
1147,648,,,
1148,650,,,
1149,653,,,
1150,656,,,
1151,667,,,
1152,3500,,,
1153,686,,,
1154,687,,"Rotate tires",10.00
1155,688,,"Install fuel pump gasket",55.00
1156,689,,"Install belt",126.50
1157,549,,,
1158,690,,"Scan computer, test fuel pressure and install air mass sensor",82.50
1159,691,,"Towing",45.00
1160,691,,"Remove upper intake manifold, repair wiring",165.00
1161,691,,"NOTE:  Wiring harness was laying against EGR pipe and melted",
1162,692,,"Repair heater/a/c lever",55.00
1163,693,,"Install pinion seal",55.00
1164,694,,"Towing",45.00
1165,694,,"Install fuel filter",27.50
1166,695,,"Install brake pads, two wheel cylinders and drum",110.00
1167,696,,"Install brake pads, master cylinder, wheel cylinders and booster",220.00
1168,696,,"Install spark plugs",0.00
1169,697,,,
1170,698,,"Install a/c coil",100.00
1171,699,,"Install  outer tie rod ends",77.00
1172,699,,"Wheel alignment",39.95
1173,699,,"Tire user fee",5.00
1174,699,,"Tire Disposal",2.00
1175,699,,"Mount and balance tires",24.00
1176,700,,"Install front brake pads",55.00
1177,697,,,
1178,701,,"Change own oil and lube",11.00
1179,702,,"Towing",35.00
1180,702,,"Install sensor",82.50
1181,703,,"Change own oil",10.00
1182,703,,"Install brakes",82.50
1183,704,,"Install fuel pump",110.00
1184,705,,"Lube",6.00
1185,705,,,
1186,706,,"Change own oil",5.00
1187,707,,"Install inner tie rod end",55.00
1188,707,,"Wheel alignment",39.95
1189,708,,"Wheel alignment",39.95
1190,709,,"Install ujoint",55.00
1191,710,,"Install radius arm",115.50
1192,711,,,0.00
1193,710,,"Install ball joints",170.50
1194,712,0,,0.00
1195,713,,"Install fuel pump",110.00
1196,714,,"Install plugs",45.00
1197,715,,"Install fuel pump",115.00
1198,716,,"Install brake pads, caliper, rotors and brake hose",110.00
1199,717,,"Labor on air conditioner",55.00
1200,718,,"Mount and balance tires",36.00
1201,718,,"Wheel alignment",39.95
1202,718,,"Lube",6.00
1203,718,,"Tire user fee",7.50
1204,718,,"Tire disposal",3.00
1205,718,,"Labor on tune up",40.00
1206,719,,"Labor on exhaust",20.00
1207,719,,"Adjust idle",0.00
1208,720,,"Labor on tune up (own parts)",55.00
1209,721,0,,0.00
1210,721,,,
1211,722,,"Install oxygen sensor",55.00
1212,722,,"Labor on tune up",55.00
1213,722,,"Labor on hoses and thermostat",27.50
1214,723,,"Scan computer and install sensor",82.50
1215,723,,,
1216,724,,"Install alternator",55.00
1217,725,,"Install a/c evaporator core",225.00
1218,726,,"Towing",40.00
1219,726,,"Install ignition switch",55.00
1220,727,,"Charge air conditioner",30.00
1221,728,,"Charge air conditioner",25.00
1222,729,,"Scan computer, clear codes, replace fuse for data link connections, complete drive cycle and recheck codes.  System checks ok",55.00
1223,729,,,
1224,730,,"Install own fuel pump",110.00
1225,728,,,
1226,731,,"Install plugs and wires",55.00
1227,732,,"Towing",40.00
1228,732,,"Labor on water pump, timing belt and tensioner",300.00
1229,733,,"Install water pump",170.50
1230,734,,"Labor on removing head",100.00
1231,731,,,
1232,731,,,
1233,735,,"Install rack and pinion steering assembly",200.00
1234,736,,"Labor on alternator",55.00
1235,736,,"Labor on clutch bearings",55.00
1236,736,,,
1237,737,,"Install fuel filter",27.50
1238,737,,"Charge a/c",30.00
1239,738,0,,0.00
1240,739,,"Charge air conditioner",30.00
1241,740,,"Wheel alignment",39.95
1242,741,,"Change own oil",5.00
1243,741,,"Lubrication",6.00
1244,742,,"Install brake pads and rotors - front",82.50
1245,743,,"Lube",6.00
1246,744,,,
1247,744,,,
1248,745,,"Install rear brake shoes",55.00
1249,745,,"Resurface drums",25.00
1250,746,,"Install front and rear shocks",82.50
1251,747,,,
1252,748,,,
1253,748,,,
1254,749,,"Labor on valve cover gaskets`",50.00
1255,750,,"Install front brake pads and front rotors",82.50
1256,751,,"Install sensor",82.50
1257,752,,"Install rear brakes and rotors",82.50
1258,753,,"Tire repair",10.00
1259,754,,"Install starter",55.00
1260,755,,"Charge air conditioner",30.00
1261,756,,"Scan computer and install oxygen sensor",82.50
1262,756,,,
1263,756,,,
1264,757,,"Install power steering hose",165.00
1265,757,,"Install manifold set",220.00
1266,758,,"Install own starter",55.00
1267,759,,"Install all four window motors",242.00
1268,759,,"Fix ashtray",0.00
1269,759,,"Fix w/w washer",0.00
1270,760,,"Install front hub assembly",55.00
1271,761,,"Wheel alignment",39.95
1272,761,,"Valve cover gaskets,",82.50
1273,761,,"Spark plugs and wires",50.00
1274,761,,,
1275,762,,"Repair melted wires and install switch",110.00
1276,763,,"Towing",45.00
1277,764,,"Install own motor mount",82.50
1278,765,,"Scan computer and install fuel injector",85.00
1279,766,,"Install Battery",0.00
1280,767,,"Test battery, install new battery",10.00
1281,768,,"Install own turn signal flasher",27.50
1282,726,,"Install starter",55.00
1283,769,,"Install front seal on transmission",300.00
1284,770,,,
1285,770,,,
1286,771,,"Install coil",82.50
1287,770,,,
1288,772,,"Lube",6.00
1289,773,,"Install evaporator for A/C",220.00
1290,744,,,
1291,758,,,
1292,632,,,
1293,774,,"Repair solonoid wire to starter",55.00
1294,775,,"Rotate tires",10.00
1295,776,,"Charge air conditioner",30.00
1296,777,,"Install oil switch",27.50
1297,778,,"Lube",0.00
1298,779,,"Install alternator",55.00
1299,780,,"Install motor mount",55.00
1300,781,0,,0.00
1301,782,0,,0.00
1302,783,,"Install front brake pads",55.00
1303,784,,"Labor on pinion seal",82.50
1304,784,,"Labor on switch",55.00
1305,785,,"Charge air conditioner",30.00
1306,786,,"Scan computer and install sensor",82.50
1307,787,,"Install front and rear brakes and rear rotors",110.00
1308,788,,"Diagnose and repair melted plug wire",55.00
1309,789,,"Install own alternator",55.00
1310,790,,"Towing",45.00
1311,790,,"Scan computer, install ignition coil",82.50
1312,791,0,,0.00
1313,791,,,
1314,791,,,
1315,792,,"Install front brake pads and rotors",82.50
1316,793,,"Labor on lawn mower",27.50
1317,794,,"LABOR ON WINDOW",25.00
1318,678,,,
1319,795,,"Install module",27.50
1320,796,,"Remove gas tank and drain water",110.00
1321,796,,"Remove and clean fuel injectors",82.50
1322,796,,"Gas",5.00
1323,797,,"Disconnect theft alarm",30.00
1324,798,,,
1325,798,,,
1326,799,,"Rotate tires",10.00
1327,799,,,
1328,800,,"Install own window motor",82.50
1329,801,,"Change own oil and lube",16.00
1330,802,,"Change own oil and lube",16.00
1331,803,,"Change own oil and lube",16.00
1332,804,,"Change own oil and lube",16.00
1333,805,,"Change own oil and lube",16.00
1334,806,,,
1335,806,,,
1336,806,,,
1337,806,,,
1338,806,,,
1339,806,,,
1340,806,,,
1341,806,,,
1342,807,,,
1343,807,,,
1344,807,,,
1345,807,,,
1346,808,,,
1347,808,,,
1348,808,,,
1349,809,,"Install fuel filter",22.00
1350,810,,,
1351,810,,,
1352,812,0,,0.00
1353,813,,"Install brake pads",55.00
1354,814,,,
1355,814,,,
1356,806,,,
1357,810,,,
1358,814,,,
1359,808,,,
1360,807,,,
1361,806,,,
1362,815,,"Install mirror",27.50
1363,816,,"Install brake line",55.00
1364,688,,,
1365,687,,,
1366,787,,,
1367,791,,,
1368,758,,,
1369,787,,,
1370,799,,,
1371,799,,,
1372,817,,"Install spark plug wires",27.50
1373,818,,"Road Service",20.00
1374,818,,"Tire Repair",10.00
1375,819,,"Install own used engine, remove timing chain cover from old engine and inspect timing gears",700.00
1376,820,,"Install own brake pads and rotors - front",82.50
1377,744,,,
1378,747,,,
1379,748,,,
1380,821,,"Install front brake pads, front rotors and rear brake pads",137.50
1381,822,,"Straighten out right rear control arm",55.00
1382,822,,"4 Wheel Alignment",49.95
1383,823,,"Mount and balance tires",48.00
1384,823,,"Tire user fee",10.00
1385,823,,"Tire disposal",4.00
1386,823,,"4 Wheel Alignment",39.95
1387,824,,"Install all belts and water pump",220.00
1388,824,,,
1389,825,,,
1390,825,,,
1391,825,,,
1392,826,,"Install own front brake pads and rotors",55.00
1393,827,,"Install rear hub assembly",55.00
1394,828,,"Towing",45.00
1395,828,,"Diagnostics fee and install computer",110.00
1396,828,,,
1397,829,,"Tighten belts",10.00
1398,830,,"Install front rotors",0.00
1399,831,,"Towing",45.00
1400,831,,"Install fuel pump",88.00
1401,832,,,
1402,832,,,
1403,833,,"Towing",25.00
1404,833,,"Replace own brake line",55.00
1405,833,,"Brake fluid",0.00
1406,833,,,
1407,834,,"Install switch",25.00
1408,835,,"Install belt",27.50
1409,835,,"Rotate tires",12.00
1410,835,,,
1411,836,,"Install rear calipers, rotors and hoses",137.50
1412,837,,"Towing",45.00
1413,837,,"Install starter",55.00
1414,838,0,,0.00
1415,839,,"Install oil pan gasket",165.00
1416,840,,"Install upper and lower ball joints",280.50
1417,840,,"Tire repair",10.00
1418,840,,,
1419,841,,"Replace hose and clamps",40.00
1420,842,,"Install speed sensor",82.50
1421,843,,"Install belt and hose",27.50
1422,844,,"Towing",35.00
1423,844,,"Install fuel pump and sending unit",100.00
1424,845,,"Install headlight and fix bezzel",27.50
1425,846,,"Labor on circuit board",55.00
1426,847,,"Install front brake pads",55.00
1427,848,,"Install own fuel pump",110.00
1428,849,,"Lube",6.00
1429,849,,"Checked belts, hoses, etc for trip - everything OK",0.00
1430,850,,"Towing",45.00
1431,850,,"Install ignition module",110.00
1432,851,,"Install own brake pads",30.00
1433,851,,"Install own spark plugs, air filter and belt",30.00
1434,851,,"Change own oil",10.00
1435,851,,"Lube",6.00
1436,851,,"Install own cat. converter",34.00
1437,852,,"Install front brake pads and rotors",82.50
1438,853,0,,0.00
1439,854,,"Install heater core",165.00
1440,855,,"Blowing fuses to brake lights 
Unplug cruise control switch",27.50
1441,856,,"Install own universal joints - 2",82.50
1442,856,,,
1443,856,,,
1444,857,,"Install Battery",0.00
1445,858,,"Install own fuel pump and sending unit",110.00
1446,859,,"Paid on account",
1447,859,,,
1448,859,,,
1449,860,,"Repair trailer plug wiring and power seat wiring",60.00
1450,861,,"Towing",85.00
1451,861,,"Install fuel pump",110.00
1452,862,,,
1453,862,,,
1454,863,,"Install heli-coil, #3 cylinder and spark plugs",82.50
1455,864,,"Change own oil",0.00
1456,865,,"Labor on air conditioner",50.00
1457,866,0,"Towing",45.00
1458,867,,"Install timing belt",165.00
1459,868,,"Install water pump, timing cover gasket set, hoses",330.00
